Date,TCODE,PNUM,MEAS,UM,UP,QtyInPackages,Cost,ExtCost,Price,ExtPrice,Profit
8/13/18,IN,12HS,1,G,BULK,76.4,2.2,168.53,2.63,201.62,33
8/13/18,IN,12LS,1,G,BULK,299.7,2.22,666.8,2.53,760.04,93
8/13/18,IN,12LS,1,G,BULK,536,2.2,1179.73,2.48,1332.5,153
8/13/18,IN,12HS,1,G,BULK,520,2.02,1055.49,2.51,1309.88,254
8/13/18,IN,12HS,1,G,BULK,290,2.02,588.64,2.51,730.51,142
8/13/18,IN,12LS,1,G,BULK,1557,2.2,3426.95,2.46,3839.56,413
8/13/18,IN,12LS,1,G,BULK,882,2.2,1941.28,2.44,2157.37,216
8/13/18,IN,12HS,1,G,BULK,189.7,2.02,385.05,2.43,462.68,78
8/13/18,IN,12HS,1,G,BULK,400,2.02,811.92,2.55,1023.6,212
8/13/18,IN,12HS,1,G,BULK,213,2.02,432.34,2.59,553.59,121
8/13/18,IN,12HS,1,G,BULK,150,2.02,304.47,2.55,383.85,79
8/13/18,IN,12HS,1,G,BULK,238,2.02,483.09,2.55,609.04,126
8/13/18,IN,12LS,1,G,BULK,700,2.2,1540.7,2.48,1740.2,200
8/14/18,IN,12LS,1,G,BULK,1260,2.22,2803.37,2.44,3081.96,279
8/14/18,IN,12HS,1,G,BULK,258,2.21,570.56,2.55,660.22,90
8/14/18,IN,12HS,1,G,BULK,655.3,2.21,1449.19,2.47,1624.49,175
8/14/18,IN,12HS,1,G,BULK,21.5,2.21,47.54,2.57,55.45,8
8/14/18,IN,12HS,1,G,BULK,131.9,2.2,291.43,2.59,342.81,51
8/14/18,IN,12HS,1,G,BULK,257.9,2.2,569.83,2.61,675.44,106
8/14/18,IN,12LS,1,G,BULK,630.8,2.21,1399.74,2.54,1606.02,206
8/14/18,IN,12HS,1,G,BULK,240.8,2.2,532.04,2.61,630.66,99
8/14/18,IN,12HS,1,G,BULK,361.5,2.2,798.73,2.26,820.24,22
8/14/18,IN,12LS,1,G,BULK,1383,2.18,3024.48,2.46,3410.47,386
8/14/18,IN,12LS,1,G,BULK,782,2.18,1710.15,2.48,1944.05,234
8/14/18,IN,12LS,1,G,BULK,676,2.18,1478.34,2.44,1653.5,175
8/14/18,IN,12HS,1,G,BULK,1192.3,2.16,2582.99,2.47,2955.71,373
8/14/18,IN,12LS,1,G,BULK,938,2.18,2051.31,2.48,2331.87,281
8/14/18,IN,12LS,1,G,BULK,325,2.18,710.74,2.5,814.45,104
8/14/18,IN,12HS,1,G,BULK,1050,2.16,2274.72,2.43,2560.95,286
8/15/18,IN,12LS,1,G,BULK,29.9,2.21,66.34,2.43,72.84,6
8/15/18,IN,12LS,1,G,BULK,20,2.21,44.38,2.43,48.72,4
8/15/18,IN,12HS,1,G,BULK,630,2.2,1391.98,2.49,1574.37,182
8/15/18,IN,12LS,1,G,BULK,912.9,2.21,2018.78,2.5,2287.73,269
8/15/18,IN,12LS,1,G,BULK,400,2.21,884.56,2.44,978.4,94
8/15/18,IN,12HS,1,G,BULK,633.2,2.2,1397.66,2.61,1658.35,261
8/15/18,IN,12HS,1,G,BULK,226.7,2.2,500.39,2.57,584.66,84
8/15/18,IN,12HS,1,G,BULK,200,2.2,441.46,2.61,523.8,82
8/15/18,IN,12HS,1,G,BULK,174.9,2.2,386.05,2.71,475.55,89
8/15/18,IN,12LS,1,G,BULK,476,2.18,1039.96,2.48,1183.34,143
8/15/18,IN,12HS,1,G,BULK,82,2.17,177.95,2.55,209.84,32
8/15/18,IN,12HS,1,G,BULK,280.6,2.17,608.95,2.55,718.06,109
8/15/18,IN,12LS,1,G,BULK,434,2.18,948.2,2.48,1078.92,131
8/15/18,IN,12LS,1,G,BULK,273,2.18,596.45,2.48,678.68,82
8/15/18,IN,12LS,1,G,BULK,1036,2.18,2263.45,2.46,2554.78,291
8/15/18,IN,12LS,1,G,BULK,692,2.18,1511.88,2.44,1692.63,181
8/15/18,IN,12HS,1,G,BULK,215.1,2.17,466.81,2.41,520.33,54
8/15/18,IN,12HS,1,G,BULK,386,2.17,837.69,2.53,980.05,142
8/15/18,IN,12LS,1,G,BULK,250,2.18,546.2,2.5,626.5,80
8/15/18,IN,12HS,1,G,BULK,1053,2.17,2285.22,2.43,2568.27,283
8/15/18,IN,12HS,1,G,BULK,135,2.17,292.97,2.55,345.47,52
8/15/18,IN,12LS,1,G,BULK,440,2.18,961.31,2.46,1085.04,124
8/15/18,IN,12LS,1,G,BULK,530.9,2.21,1174.03,2.6,1383.53,210
8/16/18,IN,12LS,1,G,BULK,7203,2.18,15770.24,2.23,16089.34,319
8/16/18,IN,12LS,1,G,BULK,27,2.21,59.7,2.43,65.77,6
8/16/18,IN,12LS,1,G,BULK,765,2.21,1691.72,2.44,1871.19,179
8/16/18,IN,12HS,1,G,BULK,571,2.2,1260.36,2.45,1404.09,144
8/16/18,IN,12HS,1,G,BULK,204.4,2.2,451.17,2.45,502.62,51
8/16/18,IN,12HS,1,G,BULK,915,2.2,2019.67,2.42,2222.54,203
8/16/18,IN,12LS,1,G,BULK,345.7,2.21,764.48,2.44,845.58,81
8/16/18,IN,12HS,1,G,BULK,275,2.2,607,2.45,676.23,69
8/16/18,IN,12HS,1,G,BULK,900,2.2,1986.57,2.39,2159.1,173
8/16/18,IN,12HS,1,G,BULK,322.3,2.2,711.41,2.49,805.43,94
8/16/18,IN,12HS,1,G,BULK,150,2.2,331.09,2.49,374.85,44
8/16/18,IN,12HS,1,G,BULK,500,2.2,1103.65,2.4,1204.5,101
8/16/18,IN,12LS,1,G,BULK,930,2.21,2056.6,2.44,2274.78,218
8/16/18,IN,12LS,1,G,BULK,800,2.17,1736.32,2.46,1972.8,236
8/16/18,IN,12LS,1,G,BULK,956,2.17,2074.9,2.46,2357.5,283
8/16/18,IN,12LS,1,G,BULK,586,2.17,1271.85,2.44,1433.36,162
8/16/18,IN,12HS,1,G,BULK,500.1,2.16,1084.76,2.53,1269.75,185
8/16/18,IN,12LS,1,G,BULK,1090,2.17,2365.73,2.58,2818.74,453
8/16/18,IN,12HS,1,G,BULK,263,2.16,570.47,2.51,662.5,92
8/16/18,IN,12HS,1,G,BULK,83.1,2.2,183.26,2.61,217.64,34
8/16/18,IN,12HS,1,G,BULK,191.9,2.2,423.21,2.61,502.59,79
8/16/18,IN,12HS,1,G,BULK,181.5,2.2,400.28,2.64,480.79,81
8/16/18,IN,12LS,1,G,BULK,1244.4,2.2,2737.92,2.44,3043.8,306
8/16/18,IN,12LS,1,G,BULK,386.9,2.2,851.25,2.58,1000.52,149
8/16/18,IN,12HS,1,G,BULK,419.9,2.2,926.04,2.61,1099.72,174
8/16/18,IN,12LS,1,G,BULK,457.9,2.19,1005.31,2.58,1184.13,179
8/17/18,IN,12LS,1,G,BULK,467,2.17,1013.57,2.46,1151.62,138
8/17/18,IN,12HS,1,G,BULK,496.1,2.16,1076.09,2.53,1259.6,184
8/17/18,IN,12LS,1,G,BULK,1254.8,2.17,2723.41,2.44,3069.24,346
8/17/18,IN,12LS,1,G,BULK,1000,2.17,2170.4,2.42,2426,256
8/17/18,IN,12LS,1,G,BULK,339,2.17,735.76,2.42,822.41,87
8/17/18,IN,12HS,1,G,BULK,200,2.16,433.82,2.39,479.8,46
8/17/18,IN,12HS,1,G,BULK,1000,2.16,2169.1,2.47,2479,310
8/17/18,IN,12HS,1,G,BULK,128.9,2.2,284.13,2.71,350.48,66
8/17/18,IN,12LS,1,G,BULK,353.9,2.19,776.98,2.61,925.8,149
8/17/18,IN,12HS,1,G,BULK,200,2.2,440.86,2.71,543.8,103
8/19/18,IN,12HS,1,G,BULK,184.7,2.2,407.13,2.71,502.2,95
8/20/18,IN,12LS,1,G,BULK,32,2.19,70.25,2.43,77.95,8
8/20/18,IN,12HS,1,G,BULK,260,2.2,573.11,2.45,639.34,66
8/20/18,IN,12HS,1,G,BULK,2458,2.2,5418.16,2.35,5798.42,380
8/20/18,IN,12LS,1,G,BULK,418.3,2.19,918.37,2.35,985.51,67
8/20/18,IN,12LS,1,G,BULK,414,2.19,908.93,2.5,1037.48,129
8/20/18,IN,12HS,1,G,BULK,719,2.2,1584.89,2.45,1768.02,183
8/20/18,IN,12LS,1,G,BULK,1205,2.19,2645.57,2.36,2852.24,207
8/20/18,IN,12HS,1,G,BULK,139,2.2,306.39,2.57,358.48,52
8/20/18,IN,12LS,1,G,BULK,590,2.17,1280.53,2.44,1443.14,163
8/20/18,IN,12LS,1,G,BULK,283,2.17,614.22,2.44,692.21,78
8/20/18,IN,12LS,1,G,BULK,1772.1,2.17,3846.16,2.42,4299.11,453
8/20/18,IN,12HS,1,G,BULK,310,2.16,672.42,2.49,774.69,102
8/20/18,IN,12LS,1,G,BULK,399,2.17,865.98,2.4,959.99,94
8/20/18,IN,12HS,1,G,BULK,683,2.16,1481.49,2.41,1652.18,171
8/20/18,IN,12LS,1,G,BULK,750.1,2.17,1628.01,2.44,1834.74,207
8/20/18,IN,12LS,1,G,BULK,499.7,2.18,1094.19,2.42,1212.27,118
8/20/18,IN,12HS,1,G,BULK,500,2.2,1100.3,2.71,1359.5,259
8/20/18,IN,12HS,1,G,BULK,472.8,2.2,1040.44,2.61,1238.26,198
8/20/18,IN,12LS,1,G,BULK,188.9,2.18,413.63,2.59,490.38,77
8/20/18,IN,12HS,1,G,BULK,170.9,2.2,376.08,2.55,437.33,61
8/20/18,IN,12HS,1,G,BULK,397.9,2.2,875.61,2.57,1026.18,151
8/21/18,IN,12LS,1,G,BULK,37.5,2.18,82.11,2.53,95.1,13
8/21/18,IN,12LS,1,G,BULK,640,2.18,1401.4,2.5,1603.84,202
8/21/18,IN,12HS,1,G,BULK,916,2.2,2015.74,2.55,2344.04,328
8/21/18,IN,12HS,1,G,BULK,318.1,2.2,700.01,2.57,820.38,120
8/21/18,IN,12HS,1,G,BULK,500,2.2,1100.3,2.49,1249.5,149
8/21/18,IN,12HS,1,G,BULK,306.6,2.2,674.7,2.57,790.72,116
8/21/18,IN,12HS,1,G,BULK,207.9,2.2,457.5,2.45,511.23,54
8/21/18,IN,12LS,1,G,BULK,512,2.15,1105.25,2.44,1252.35,147
8/21/18,IN,12HS,1,G,BULK,75,2.16,162.46,2.53,190.43,28
8/21/18,IN,12HS,1,G,BULK,890,2.16,1927.91,2.41,2152.91,225
8/21/18,IN,12LS,1,G,BULK,729,2.15,1573.69,2.44,1783.13,209
8/21/18,IN,12LS,1,G,BULK,1000,2.15,2158.7,2.42,2426,267
8/21/18,IN,12LS,1,G,BULK,818,2.15,1765.81,2.4,1968.11,202
8/21/18,IN,12HS,1,G,BULK,33,2.16,71.48,2.41,79.83,8
8/21/18,IN,12HS,1,G,BULK,484,2.16,1048.44,2.49,1209.52,161
8/21/18,IN,12HS,1,G,BULK,85,2.16,184.12,2.59,220.92,37
8/21/18,IN,12LS,1,G,BULK,830,2.15,1791.72,2.44,2030.18,238
8/21/18,IN,12LS,1,G,BULK,559,2.15,1206.71,2.44,1367.31,161
8/21/18,IN,12LS,1,G,BULK,1032.7,2.2,2272.66,2.4,2484.68,212
8/21/18,IN,12LS,1,G,BULK,333.9,2.2,734.81,2.4,803.36,69
8/21/18,IN,12HS,1,G,BULK,200.2,2.2,441.2,2.26,454.25,13
8/21/18,IN,12HS,1,G,BULK,155.8,2.2,343.35,2.71,423.62,80
8/21/18,IN,12HS,1,G,BULK,282.7,2.2,623.01,2.57,729.08,106
8/21/18,IN,12HS,1,G,BULK,170,2.2,374.64,2.61,445.23,71
8/21/18,IN,12HS,1,G,BULK,813.9,2.2,1793.67,2.55,2082.77,289
8/22/18,IN,12HS,54,G,DRUM,1,2.51,135.91,4,216,80
8/22/18,IN,12LS,1,G,Cargo Tank,7301,2.16,15805.93,2.18,15951.95,146
8/22/18,IN,12HS,1,G,BULK,302,2.16,652.92,2.55,772.82,120
8/22/18,IN,12HS,1,G,BULK,320,2.16,691.84,2.53,812.48,121
8/22/18,IN,12LS,1,G,BULK,456,2.15,983.04,2.4,1097.14,114
8/22/18,IN,12HS,1,G,BULK,418,2.16,903.71,2.55,1069.66,166
8/22/18,IN,12LS,1,G,BULK,1026,2.15,2211.85,2.44,2509.6,298
8/22/18,IN,12LS,1,G,BULK,1385,2.2,3047.96,2.4,3332.31,284
8/22/18,IN,12HS,1,G,BULK,174.5,2.2,384.56,2.57,450.04,65
8/22/18,IN,12LS,1,G,BULK,18,2.2,39.61,2.53,45.65,6
8/22/18,IN,12LS,1,G,BULK,1025,2.2,2255.71,2.54,2609.65,354
8/22/18,IN,12HS,1,G,BULK,300,2.2,661.14,2.49,749.7,89
8/22/18,IN,12HS,1,G,BULK,210,2.16,454.02,2.55,537.39,83
8/22/18,IN,12LS,1,G,BULK,998,2.15,2151.48,2.42,2421.15,270
8/22/18,IN,12LS,1,G,BULK,500,2.15,1077.9,2.42,1213,135
8/22/18,IN,12LS,1,G,BULK,340,2.15,732.97,2.46,838.44,105
8/22/18,IN,12HS,1,G,BULK,915.5,2.2,2014.1,2.61,2397.69,384
8/22/18,IN,12HS,1,G,BULK,278.8,2.2,613.36,2.57,719.03,106
8/22/18,IN,12HS,1,G,BULK,188.9,2.2,415.58,2.57,487.17,72
8/22/18,IN,12LS,1,G,BULK,400.9,2.19,880.41,2.6,1044.75,164
8/22/18,IN,12HS,1,G,BULK,200,2.2,440,2.71,543.8,104
8/22/18,IN,12HS,1,G,BULK,300,2.2,660,2.61,785.7,126
8/22/18,IN,12LS,1,G,BULK,241.5,2.19,530.35,2.44,590.71,60
8/23/18,IN,12LS,1,G,BULK,25.7,2.2,56.69,2.53,65.18,8
8/23/18,IN,12HS,1,G,BULK,350,2.2,771.89,2.55,895.65,124
8/23/18,IN,12HS,1,G,BULK,179,2.2,394.76,2.57,461.64,67
8/23/18,IN,12HS,1,G,BULK,62.2,2.2,137.17,2.57,160.41,23
8/23/18,IN,12HS,1,G,BULK,518,2.2,1142.39,2.49,1294.48,152
8/23/18,IN,12HS,1,G,BULK,1500,2.2,3308.1,2.37,3555,247
8/23/18,IN,12HS,1,G,BULK,615,2.2,1356.32,2.35,1446.79,90
8/23/18,IN,12LS,1,G,BULK,1000,2.2,2205.9,2.35,2352,146
8/23/18,IN,12LS,1,G,BULK,1199.7,2.19,2631.18,2.4,2886.48,255
8/23/18,IN,12HS,1,G,BULK,600,2.17,1307.46,2.71,1631.4,324
8/23/18,IN,12HS,1,G,BULK,186,2.17,405.31,2.57,479.69,74
8/23/18,IN,12HS,1,G,BULK,773.8,2.17,1686.18,2.61,2026.58,340
8/23/18,IN,12HS,1,G,BULK,155.5,2.17,338.85,2.71,422.8,84
8/23/18,IN,12HS,1,G,BULK,302.9,2.17,660.04,2.57,781.18,121
8/23/18,IN,12HS,1,G,BULK,220,2.17,479.4,2.57,567.38,88
8/23/18,IN,12HS,1,G,BULK,218.9,2.17,477,2.55,560.17,83
8/23/18,IN,12LS,1,G,BULK,747.8,2.19,1640.07,2.43,1821.64,182
8/23/18,IN,12LS,1,G,BULK,518,2.15,1116.7,2.48,1287.75,171
8/23/18,IN,12HS,1,G,BULK,255,2.16,551.31,2.55,652.55,101
8/23/18,IN,12LS,1,G,BULK,1136,2.15,2448.98,2.46,2801.38,352
8/23/18,IN,12LS,1,G,BULK,656,2.15,1414.2,2.44,1604.58,190
8/23/18,IN,12LS,1,G,BULK,177,2.15,381.57,2.5,443.56,62
8/23/18,IN,12HS,1,G,BULK,260,2.16,562.12,2.59,675.74,114
8/23/18,IN,12LS,1,G,BULK,955.1,2.15,2059,2.64,2527.19,468
8/23/18,IN,12LS,1,G,BULK,900,2.15,1940.22,2.5,2255.4,315
8/23/18,IN,12HS,1,G,BULK,490,2.17,1067.75,2.55,1253.91,186
8/23/18,IN,12LS,1,G,BULK,707,2.19,1550.59,2.5,1771.74,221
8/23/18,IN,12LS,1,G,BULK,2500,2.28,5708.5,2.4,6015,306
8/24/18,IN,12LS,1,G,BULK,17,2.2,37.5,2.53,43.11,6
8/24/18,IN,12HS,1,G,BULK,385,2.2,849.07,2.49,962.12,113
8/24/18,IN,12LS,1,G,BULK,1405,2.2,3099.28,2.41,3394.48,295
8/24/18,IN,12HS,1,G,BULK,208.4,2.2,459.6,2.49,520.79,61
8/24/18,IN,12HS,1,G,BULK,263.9,2.3,607.28,2.61,691.15,84
8/24/18,IN,12HS,1,G,BULK,210.9,2.3,485.32,2.61,552.35,67
8/24/18,IN,12HS,1,G,BULK,277,2.3,637.43,2.61,725.46,88
8/24/18,IN,12LS,1,G,BULK,358.9,2.2,790.87,2.6,935.29,144
8/24/18,IN,12HS,1,G,BULK,200,2.3,460.24,2.61,523.8,64
8/24/18,IN,12LS,1,G,BULK,535.5,2.2,1180.02,2.48,1331.25,151
8/24/18,IN,12HS,1,G,BULK,200,2.3,460.24,2.57,515.8,56
8/24/18,IN,12LS,1,G,BULK,436,2.19,958.02,2.5,1092.62,135
8/24/18,IN,12LS,1,G,BULK,347.2,2.19,762.9,2.5,870.08,107
8/24/18,IN,12LS,1,G,BULK,606,2.19,1331.56,2.46,1494.4,163
8/24/18,IN,12LS,1,G,BULK,450,2.19,988.78,2.46,1109.7,121
8/24/18,IN,12LS,1,G,BULK,1212.4,2.19,2664,2.48,3014.03,350
8/24/18,IN,12HS,1,G,BULK,490.3,3.11,1526.27,2.59,1274.29,-252
8/24/18,IN,12HS,1,G,BULK,100,3.11,311.29,2.59,259.9,-51
8/24/18,IN,12LS,1,G,BULK,490,2.19,1076.67,2.44,1198.54,122
8/24/18,IN,12HS,1,G,BULK,235,3.11,731.53,2.41,568.47,-163
8/24/18,IN,12LS,1,G,BULK,1100,2.19,2417.03,2.46,2712.6,296
8/25/18,IN,12HS,1,G,BULK,143.5,2.3,330.22,2.71,390.18,60
8/27/18,IN,12LS,1,G,BULK,25.6,2.2,56.47,2.53,64.92,8
8/27/18,IN,12HS,1,G,BULK,525,2.3,1208.13,2.49,1311.98,104
8/27/18,IN,12HS,1,G,BULK,500,2.3,1150.6,2.46,1234.5,84
8/27/18,IN,12HS,1,G,BULK,476.5,2.3,1096.52,2.51,1200.3,104
8/27/18,IN,12HS,1,G,BULK,126,2.35,296.65,2.57,324.95,28
8/27/18,IN,12HS,1,G,BULK,692.7,2.33,1618.97,2.61,1814.18,195
8/27/18,IN,12HS,1,G,BULK,180.9,2.33,422.79,2.71,491.87,69
8/27/18,IN,12HS,1,G,BULK,159.5,2.33,372.78,2.59,414.54,42
8/27/18,IN,12LS,1,G,BULK,373.9,2.2,825.12,2.6,974.38,149
8/27/18,IN,12LS,1,G,BULK,1000,2.2,2206.8,2.42,2426,219
8/27/18,IN,12LS,1,G,BULK,430,2.22,956.49,2.52,1086.18,130
8/27/18,IN,12LS,1,G,BULK,504,2.22,1121.09,2.52,1273.1,152
8/27/18,IN,12LS,1,G,BULK,1362,2.22,3029.63,2.5,3413.17,384
8/27/18,IN,12LS,1,G,BULK,753,2.22,1674.97,2.48,1871.96,197
8/27/18,IN,12HS,1,G,BULK,770.5,2.99,2309.03,2.49,1925.48,-384
8/27/18,IN,12LS,1,G,BULK,300,2.22,667.32,2.5,751.8,84
8/28/18,IN,12HS,1,G,Cargo Tank,7204,2.25,16237.81,2.35,16958.94,721
8/28/18,IN,12HS,1,G,BULK,307,2.35,722.8,2.49,767.19,44
8/28/18,IN,12LS,1,G,BULK,20.5,2.2,45.28,2.53,51.99,7
8/28/18,IN,12LS,1,G,BULK,928,2.2,2049.76,2.46,2288.45,239
8/28/18,IN,12HS,1,G,BULK,1082,2.35,2547.46,2.46,2671.45,124
8/28/18,IN,12HS,1,G,BULK,200,2.35,470.88,2.57,515.8,45
8/28/18,IN,12HS,1,G,BULK,517.2,2.35,1217.74,2.61,1354.55,137
8/28/18,IN,12LS,1,G,BULK,750.5,2.2,1657.7,2.42,1820.71,163
8/28/18,IN,12HS,1,G,BULK,661.8,2.35,1558.14,2.26,1501.62,-57
8/28/18,IN,12HS,1,G,BULK,155.9,2.35,367.05,2.61,408.3,41
8/28/18,IN,12LS,1,G,BULK,564,2.22,1256.98,2.5,1413.38,156
8/28/18,IN,12LS,1,G,BULK,245.1,2.22,546.25,2.5,614.22,68
8/28/18,IN,12LS,1,G,BULK,855,2.22,1905.53,2.52,2159.73,254
8/28/18,IN,12HS,1,G,BULK,1166,2.75,3208.83,2.49,2913.83,-295
8/28/18,IN,12LS,1,G,BULK,219,2.22,488.08,2.48,544.43,56
8/28/18,IN,12HS,1,G,BULK,630.3,2.75,1734.58,2.55,1612.94,-122
8/28/18,IN,12HS,1,G,BULK,205.5,2.75,565.53,2.59,534.09,-31
8/28/18,IN,12HS,1,G,BULK,100,2.75,275.2,2.55,255.9,-19
8/28/18,IN,12LS,1,G,BULK,545,2.22,1214.64,2.52,1376.67,162
8/28/18,IN,12LS,1,G,BULK,187.9,2.22,418.77,2.54,478.39,60
8/28/18,IN,12HS,1,G,BULK,883.2,2.75,2430.56,2.55,2260.11,-170
8/28/18,IN,12LS,1,G,BULK,851,2.22,1896.62,2.48,2115.59,219
8/29/18,IN,12HS,1,G,BULK,182.2,2.35,428.97,2.57,469.89,41
8/29/18,IN,12HS,1,G,BULK,143.6,2.35,338.09,2.49,358.86,21
8/29/18,IN,12HS,1,G,BULK,77.4,2.35,182.23,2.71,210.45,28
8/29/18,IN,12LS,1,G,BULK,315.5,2.21,698.07,2.57,812.73,115
8/29/18,IN,12HS,1,G,BULK,221.4,2.35,521.28,2.71,601.99,81
8/29/18,IN,12LS,1,G,BULK,428.9,2.21,948.98,2.48,1066.25,117
8/29/18,IN,12HS,1,G,BULK,232.7,2.35,547.89,2.63,614.1,66
8/29/18,IN,12LS,1,G,BULK,500,2.24,1123.5,2.52,1263,140
8/29/18,IN,12HS,1,G,BULK,70,2.35,164.94,2.59,181.93,17
8/29/18,IN,12LS,1,G,BULK,806,2.24,1811.08,2.5,2019.84,209
8/29/18,IN,12LS,1,G,BULK,417,2.24,936.99,2.52,1053.34,116
8/29/18,IN,12LS,1,G,BULK,317.2,2.24,712.74,2.52,801.25,88
8/29/18,IN,12HS,1,G,BULK,285,2.35,671.54,2.59,740.72,69
8/29/18,IN,12HS,1,G,BULK,470,2.35,1107.46,2.59,1221.53,114
8/30/18,IN,12LS,1,G,Cargo Tank,7504,2.35,17667.41,2.37,17855.02,188
8/30/18,IN,12HS,1,G,BULK,276,2.34,648.29,2.49,689.72,41
8/30/18,IN,12LS,1,G,BULK,26,2.24,58.43,2.53,65.94,8
8/30/18,IN,12LS,1,G,BULK,867.6,2.24,1950.45,2.52,2191.56,241
8/30/18,IN,12HS,1,G,BULK,236.9,2.34,556.45,2.61,620.44,64
8/30/18,IN,12LS,1,G,BULK,418,2.25,943.13,2.5,1047.51,104
8/30/18,IN,12HS,1,G,BULK,720,2.35,1693.58,2.57,1856.88,163
8/30/18,IN,12LS,1,G,BULK,852,2.25,1922.36,2.52,2152.15,230
8/30/18,IN,12HS,1,G,BULK,300,2.35,705.66,2.65,797.7,92
8/30/18,IN,12LS,1,G,BULK,600,2.25,1353.78,2.5,1503.6,150
8/30/18,IN,12HS,1,G,BULK,127,2.35,298.72,2.65,337.69,39
8/30/18,IN,12LS,1,G,BULK,1051,2.25,2371.37,2.64,2780.95,410
8/30/18,IN,12HS,1,G,BULK,285,2.35,670.37,2.65,757.82,87
8/30/18,IN,12LS,1,G,BULK,700,2.25,1579.41,2.54,1782.2,203
8/31/18,IN,12LS,1,G,BULK,1400,2.24,3147.34,2.54,3564.4,417
8/31/18,IN,12HS,1,G,BULK,150,2.34,352.33,2.59,389.85,38
8/31/18,IN,12HS,1,G,BULK,155,2.34,364.07,2.57,399.75,36
8/31/18,IN,12LS,1,G,BULK,313.8,2.25,706.52,2.53,795.8,89
8/31/18,IN,12LS,1,G,BULK,400.7,2.25,902.17,2.57,1032.2,130
8/31/18,IN,12HS,1,G,BULK,169.9,2.34,398.99,2.71,461.96,63
8/31/18,IN,12HS,1,G,BULK,302.7,2.34,710.86,2.61,792.77,82
8/31/18,IN,12LS,1,G,BULK,370.9,2.25,835.08,2.51,933.18,98
8/31/18,IN,12LS,1,G,BULK,188.5,2.25,424.4,2.54,479.92,56
8/31/18,IN,12HS,1,G,BULK,143.9,2.34,337.93,2.71,391.26,53
8/31/18,IN,12HS,1,G,BULK,131.9,2.34,309.75,2.26,299.28,-10
8/31/18,IN,12HS,1,G,BULK,237.6,2.34,557.97,2.61,622.27,64
8/31/18,IN,12LS,1,G,BULK,500,2.27,1136.7,2.54,1273,136
8/31/18,IN,12HS,1,G,BULK,523,2.33,1222.4,2.65,1390.66,168
8/31/18,IN,12LS,1,G,BULK,1096,2.27,2491.64,2.54,2790.42,299
8/31/18,IN,12LS,1,G,BULK,370,2.27,841.15,2.5,927.22,86
8/31/18,IN,12HS,1,G,BULK,172,2.33,402.01,2.51,433.27,31
8/31/18,IN,12HS,1,G,BULK,164,2.33,383.31,2.57,422.96,40
8/31/18,IN,12HS,1,G,BULK,205.4,2.33,480.08,2.65,546.16,66
8/31/18,IN,12HS,1,G,BULK,255,2.33,596.01,2.65,678.05,82
8/31/18,IN,12HS,1,G,BULK,150,2.33,350.59,2.65,398.85,48
9/1/18,IN,12HS,1,G,BULK,141.5,2.34,332.21,2.71,384.74,53
9/3/18,IN,12HS,1,G,BULK,103.9,2.34,243.93,2.71,282.5,39
9/3/18,IN,12LS,1,G,BULK,200.2,2.25,451.53,2.62,525.73,74
9/3/18,IN,12HS,1,G,BULK,151.9,2.34,356.63,2.71,413.02,56
9/4/18,IN,12LS,1,G,BULK,23,2.25,51.78,2.53,58.33,7
9/4/18,IN,12HS,1,G,BULK,754.8,2.34,1772.57,2.57,1946.63,174
9/4/18,IN,12HS,1,G,BULK,147,2.34,345.21,2.57,379.11,34
9/4/18,IN,12HS,1,G,BULK,190.2,2.34,446.66,2.57,490.53,44
9/4/18,IN,12LS,1,G,BULK,997.5,2.25,2249.76,2.55,2549.61,300
9/4/18,IN,12LS,1,G,BULK,577.7,2.25,1302.94,2.58,1493.93,191
9/4/18,IN,12HS,1,G,BULK,397.7,2.34,933.72,2.63,1049.53,116
9/4/18,IN,12HS,1,G,BULK,300,2.34,704.34,2.64,794.7,90
9/4/18,IN,12LS,1,G,BULK,120.1,2.27,273.03,2.54,305.77,33
9/4/18,IN,12HS,1,G,BULK,40,2.33,93.49,2.65,106.36,13
9/4/18,IN,12LS,1,G,BULK,347,2.27,788.86,2.52,876.52,88
9/4/18,IN,12LS,1,G,BULK,387,2.27,879.8,2.54,985.3,105
9/4/18,IN,12LS,1,G,BULK,482,2.27,1095.77,2.54,1227.17,131
9/4/18,IN,12LS,1,G,BULK,570,2.27,1295.83,2.54,1451.22,155
9/4/18,IN,12LS,1,G,BULK,375,2.27,852.52,2.54,954.75,102
9/4/18,IN,12HS,1,G,BULK,125.1,2.33,292.39,2.65,332.64,40
9/4/18,IN,12LS,1,G,BULK,310,2.27,704.75,2.5,776.86,72
9/4/18,IN,12HS,1,G,BULK,625,2.33,1460.81,2.55,1599.38,139
9/4/18,IN,12LS,1,G,BULK,484,2.27,1100.32,2.54,1232.26,132
9/5/18,IN,12LS,1,G,BULK,1256,2.25,2832.78,2.6,3273.14,440
9/5/18,IN,12HS,1,G,BULK,200.9,2.34,470.76,2.67,538.21,67
9/5/18,IN,12LS,1,G,BULK,1279.5,2.26,2897.81,2.54,3257.61,360
9/5/18,IN,12HS,1,G,BULK,198.9,2.34,466.08,2.79,556.72,91
9/5/18,IN,12LS,1,G,BULK,419,2.28,956.07,2.54,1066.77,111
9/5/18,IN,12LS,1,G,BULK,860.1,2.28,1962.57,2.54,2189.81,227
9/5/18,IN,12HS,1,G,BULK,170,2.32,394.68,2.69,458.83,64
